NAME,LONGITUDE,LATITUDE,CATEGORY,STATE,Elevation,LC_Type2,FLD_ELEV,FLD_ZONE,CFLD_RISKS,RFLD_RISKS,HRCN_RISKS
East Central Houston Dailysis Center,-95.30561229476594,29.7352934759653,DC,TX,24.0,13,92.02,VE,8.011906505118054,18.898876449171745,50.01968298196226
Eumana Dialysis Center,-95.4106972219111,29.6908530419525,DC,TX,16.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Fresenius Guadalupe Northwest Central,-98.52842324868708,29.4088665789142,DC,TX,198.0,13,832.17,AO,0.0,23.589312174418332,8.592318861960353
FMC Houston,-95.3698372932653,29.7234476546832,DC,TX,22.0,13,92.02,VE,1.169179052950063,25.00016202804543,33.31531408094598
Fresenius Lockehill,-98.5855394821097,29.5379284745524,DC,TX,270.0,13,832.17,AO,0.0,15.360312092758805,6.911744146344426
DaVita Southwest Oakcliff,-96.83212755910999,32.7216769975958,DC,TX,163.0,13,508.55,AE,0.0,7.906099789234783,3.831495025407213
Fmc North Houston Dialysis,-95.33425105536959,29.870967516158398,DC,TX,23.0,13,92.02,VE,0.0,45.573935934358424,30.633338138288998
Fresenius Northwest Kidney Disease Center,-98.57146344154327,29.5065980590918,DC,TX,318.0,13,832.17,AO,0.0,0.0,7.264692365355903
FMC Of Dallas S,-96.8266363073463,32.7580985708928,DC,TX,161.0,13,508.55,AE,0.0,5.488291159289311,2.9546728769637283
Fresenius Rosedale Kidney Disease Clinic,-98.55375098718271,29.4345433546522,DC,TX,189.0,13,832.17,AO,0.0,36.22831108801681,7.59598288768399
FMC Southwest Houston Dialysis,-95.5260444446303,29.665312535634108,DC,TX,30.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
FMC Of South Dallas County,-96.84056491479592,32.6913445027403,DC,TX,174.0,13,508.55,AE,0.0,10.794872944558486,3.53330779207584
Fresenius-Bear County Dialysis,-98.49171026654759,29.4392275756533,DC,TX,189.0,13,832.17,AO,0.0,15.061196748630445,6.918214613475152
Fresenius Meyerland,-95.4617832060421,29.670147493190605,DC,TX,21.0,13,92.02,VE,1.478118522868719,44.650999552169694,43.11375704878596
FMC Walnut Hills Dialysis Center,-96.7696795530661,32.8814921698743,DC,TX,183.0,13,508.55,AE,0.0,7.790348810952357,2.106752957485576
Fresenius Dialysis Services Southwestern,-96.84263249979841,32.821522654509394,DC,TX,146.0,13,508.55,AE,0.0,6.8989536202163695,3.1901008175861603
Houston Westminster Dialysis,-95.59299300894408,29.7362255116863,DC,TX,24.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Houston Street Dialysis Facility,-98.4651921931733,29.4250915082229,DC,TX,225.0,13,832.17,AO,0.0,0.0,8.093597280258544
Fresenius Forest Park Dialysis,-96.84263249979841,32.821522654509394,DC,TX,146.0,13,508.55,AE,0.0,6.8989536202163695,3.1901008175861603
Kidney Disease Clinic Central San Antonio,-98.50375229721728,29.4279049730907,DC,TX,199.0,13,832.17,AO,0.0,18.565052428526386,7.8401114242869285
Innovative Renal Care-webster Inc,-95.3657453808066,29.7441705242658,DC,TX,18.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Fresenius Redbird Dialysis Center,-96.886881,32.6620864988452,DC,TX,215.0,13,508.55,AE,0.0,5.294836545150307,2.8872746469203885
Kidney Treatment Center East,-98.4611832329038,29.4037639717632,DC,TX,211.0,13,832.17,AO,0.0,0.0,6.736781117963332
Medical Center Kidney Clinic,-95.38548345036993,29.7060038569763,DC,TX,11.0,13,92.02,VE,0.445737154649842,13.843643252217932,36.37856085348841
Fresenius SOuth Oakcliff Dialysis Center,-96.8323272172624,32.721612243600504,DC,TX,163.0,13,508.55,AE,0.0,7.906099789234783,3.831495025407213
Memorial Hermann Childrens Dialysis Unit,-95.39667154541,29.714862824706998,DC,TX,33.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Kidney Treatment Center Northwest Pa,-98.5602947377801,29.5198357227765,DC,TX,281.0,13,832.17,AO,0.0,17.328036327089634,7.768670981180782
Fresenius Village II Dialysis,-96.69671094644801,32.7923606110859,DC,TX,161.0,13,508.55,AE,0.0,8.47095715153932,3.92440752992227
Northside Kidney Disease Clinic,-98.57309219008621,29.504968336084104,DC,TX,316.0,13,832.17,AO,0.0,0.0,7.264692365355903
Northwest Houston Dialysis Center,-95.6184773567953,29.915813107786498,DC,TX,41.0,13,92.02,VE,1.6629930366560248,14.182665510778804,33.23286037759875
Home Kidney Care,-96.77178167595119,32.9094787961951,DC,TX,161.0,13,508.55,AE,0.0,6.8989536202163695,3.1901008175861603
South Tx Va Hlthcare Sys Audie Murphy Division,-98.5808645684674,29.5084582625737,DC,TX,308.0,13,832.17,AO,0.0,9.953405778720247,9.096173380691353
RCG DOwntown,-95.3679364925268,29.748367874285695,DC,TX,17.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Southside Kidney Disease Center,-98.47612236412952,29.3536791487966,DC,TX,168.0,13,832.17,AO,0.0,42.47721417222104,7.760585863311037
Rcg Houston Northwest,-95.4499562289883,29.8077604703258,DC,TX,25.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Southwest Texas Methodist Hospital-Dialysis,-98.57369256342061,29.508134323879105,DC,TX,318.0,13,832.17,AO,0.0,9.953405778720247,9.096173380691353
RCG Southwest,-95.5187161738579,29.698877063362694,DC,TX,33.0,13,92.02,VE,2.2919908405558367,66.0803054555865,52.542131531284504
University Dialysis Southeast,-98.4565384816198,29.3841746286607,DC,TX,199.0,13,832.17,AO,0.0,0.0,7.843146249319098
Renal Solutions Dialysis Services,-95.44347133441539,29.810004344896498,DC,TX,35.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
University Dialysis West,-98.5278236724559,29.4216241515665,DC,TX,198.0,13,832.17,AO,0.0,34.45145702596289,8.234512022857098
San Jacinto,-95.22822813220242,29.7716352356596,DC,TX,11.0,13,92.02,VE,2.762834963280618,10.997340811174288,42.27603823070463
University Hospital Renal,-98.57909938781842,29.5099830239782,DC,TX,287.0,13,832.17,AO,0.0,9.953405778720247,9.096173380691353
Southeast Houston Dialysis Center,-95.3786499668297,29.6833425371693,DC,TX,15.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Capital Dialysis Of Texas Ltd San Marcos Unit,-97.91999028691731,29.880766479572,DC,TX,189.0,10,825.7,AH,0.0,69.52025074223002,7.904842877355247
Southeast Kidney Center,-95.2614744452895,29.6686192869466,DC,TX,13.0,13,92.02,VE,3.913455142150665,20.93753843692028,42.19770685508943
DaVita Hill Country Dialysis Center Of San Marcos,-97.9472259363978,29.8599353560706,DC,TX,194.0,10,825.7,AH,0.0,32.102050895881966,9.826309331360822
Texas Childrens Hospital,-95.4014169462751,29.70884157135509,DC,TX,22.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
West Houston Dialysis Center,-95.52879552289812,29.7963893182149,DC,TX,30.0,13,92.02,VE,0.005232443486249,0.0,42.127849557786455
RCG San Marcos,-97.9177623859712,29.8912068889436,DC,TX,184.0,10,825.7,AH,0.0,32.102050895881966,9.826309331360822
DaVita Huntsville,-95.556067043943,30.6974689017255,DC,TX,148.0,9,300.32,Nan,0.0,21.642612351309413,49.5725147444244
Kidney Disease Clinic Of Seguin,-97.94844412967359,29.5687544081418,DC,TX,164.0,13,591.37,AO,0.0,30.028972843274552,17.971289001372718
DaVita Sherman Dialysis Center,-96.6187008099137,33.6610393672166,DC,TX,237.0,13,639.58,AE,0.0,15.12507838558167,2.743081117714555
Irving Dialysis Center,-96.975171,32.852812992125,DC,TX,177.0,13,508.55,AE,0.0,8.015676733402735,3.3036162758348064
Wilson N Jones Mem Hospital Esrd,-96.62352322413281,33.637801295862396,DC,TX,229.0,13,639.58,AE,0.0,25.043678743291697,2.5084236374232884
DaVita Jacinto Dialysis Center,-95.2290401569602,29.7678562750545,DC,TX,10.0,13,92.02,VE,2.762834963280618,10.997340811174288,42.27603823070463
RCG - Bay Area Dialysis Srvcs At Sinton,-97.5083535,28.03666150288549,DC,TX,17.0,13,49.5,Nan,2.5381645071564267,30.966599510903325,73.35406662063863
Jacksonville Dialysis Center,-95.21117028689258,31.94722396860229,DC,TX,150.0,8,421.11,AE,0.0,16.831710433936767,11.413929410759671
FMC Grapevine Dialysis,-97.12635679655406,32.9240558012544,DC,TX,187.0,13,617.07,X,0.0,9.451046546328355,3.248863645130504
Tri City Dialysis Clinic,-98.5353398825695,28.9251326312788,DC,TX,147.0,10,534.84,AE,0.0,30.545741545541482,9.279905971273667
DaVita Katy Dialysis Center,-95.7580614667353,29.784763983000197,DC,TX,37.0,13,92.02,VE,0.0,0.0,43.825815088834155
"Quality Dialysis Two, Inc",-95.57188255536958,29.6327624806685,DC,TX,26.0,13,86.02,Nan,0.0,0.0,69.37257254634193
Sugar Land Dialysis,-95.5976449418317,29.6236140160715,DC,TX,30.0,13,86.02,Nan,0.0,26.795642307072978,72.92505616325819
DaVita Pin Oak Dialysis,-95.81812900149151,29.7719634550843,DC,TX,42.0,13,86.02,Nan,0.0,22.62504372940912,61.60174472792364
Scott & White Artificial Kidney Unit,-97.36582017000471,31.0788749469205,DC,TX,228.0,13,628.03,AE,0.0,14.990500105144264,4.565149204013907
DaVita-katy,-95.752584,29.764496501009607,DC,TX,33.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
DaVita Kerrville,-99.1252990549942,30.013182411564607,DC,TX,487.0,10,1681.89,AE,0.0,24.40409479947633,7.302915115550651
Temple Kidney Center,-97.36962123356793,31.1114313410758,DC,TX,207.0,13,628.03,AE,0.0,13.363378484068171,4.364708950006341
DaVita Kilgore,-94.86897600851141,32.397596863725504,DC,TX,116.0,13,332.35,Nan,0.0,13.724594699903193,15.217100687571053
Fresenius - Terrell Dialysis Center,-96.2754019439092,32.7340417266143,DC,TX,154.0,10,430.4,Nan,0.0,15.69145414556457,3.5953645426280616
Fresenius Terrell,-96.27545793611893,32.7336396500087,DC,TX,152.0,10,430.4,Nan,0.0,15.69145414556457,3.5953645426280616
Metroplex Kidney Disease Center,-97.7452240259991,31.114918112498607,DC,TX,267.0,13,628.03,AE,0.0,23.620299123453652,3.5031909086024267
Texarkana Regional Dialysis Center,-94.0456313068267,33.4605755450118,DC,TX,102.0,13,291.71,AE,0.0,8.510178444283728,5.792023104773005
Bay Area Dialysis Services,-97.84142071244648,27.501583304489397,DC,TX,19.0,10,52.17,Nan,6.74798384356195,28.167681826372647,9.035074141128753
Sandcastle Dialysis,-95.01214702412148,29.399743827715998,DC,TX,15.0,13,18.75,Nan,10.222974694008569,38.23013154685848,65.68563296818569
DaVita Kingwood Dialysis Center,-95.2342424895266,30.0470143519245,DC,TX,25.0,13,92.02,VE,0.879373619273863,37.16236027860169,54.49837699403985
Texas City Dialysis Llp,-94.9502013043297,29.3952033641756,DC,TX,12.0,13,18.75,Nan,10.222974694008569,38.23013154685848,65.68563296818569
FMC Kirby Kidney Disease Clinic,-98.4047819945212,29.4600604767124,DC,TX,208.0,13,832.17,AO,0.0,15.061196748630445,6.918214613475152
Cypress Creek Dialysis Center,-95.4657772351257,30.1670041732066,DC,TX,52.0,13,194.29,Nan,0.0,7.132017542037,40.635641488726776
Mainland Dialysis,-94.9838682686537,29.360002514311105,DC,TX,9.0,13,18.75,Nan,9.713885801898607,15.760945998450207,59.6334051050625
DaVita Tomball Dialysis Center,-95.62854206414171,30.0775912404632,DC,TX,61.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
DaVita Meridian Dialysis Center,-95.02019263454528,29.652341057078,DC,TX,13.0,13,92.02,VE,6.7496167661560404,48.63614954863619,54.350542265969715
Rcg - Tyler South  East,-95.27237668772119,32.3082975376819,DC,TX,170.0,13,427.88,AE,0.0,0.0,10.46401948724792
Brazoria Kidney Center,-95.45485869486342,29.0395467979174,DC,TX,10.0,13,36.99,Nan,13.966919582511432,4.675817731965909,77.31784090172195
RCG - Watson Wise Dialysis Center,-95.292234,32.3345564662418,DC,TX,175.0,13,427.88,AE,0.0,7.128814387886987,16.785121035442987
Fresenius Dialysis Services Of West Laredo,-99.4686042,27.4750849,DC,TX,135.0,10,536.73,AO,0.0,3.41174647956723,8.76488345978532
Rcg - West Tyler Dialysis,-95.3416364762824,32.3528250202264,DC,TX,168.0,9,427.88,AE,0.0,5.579894806882706,12.702073972541529
Fresenius South Laredo,-99.488527300199,27.506647479721302,DC,TX,140.0,13,536.73,AO,0.0,8.054452277345174,10.51841573480343
"Renal Center Of Tyler, #580",-95.34129623883379,32.34447145772761,DC,TX,170.0,13,427.88,AE,0.0,6.037842785863769,10.516741904557335
"Laredo Dialysis, Ltd",-99.47316164175699,27.565412113509197,DC,TX,151.0,10,536.73,AO,0.0,14.415303360485918,8.858798453221622
FMC - Uvalde,-99.75313707689408,29.218270844798106,DC,TX,283.0,10,906.31,AE,0.0,42.24500074759521,7.315386379236399
Laredo Kidney Center,-99.48468557008472,27.5412270914354,DC,TX,136.0,13,536.73,AO,0.0,27.278618833611468,10.995414851840694
Wilbarger General Hospital Dialysis Of Vernon,-99.31759362875731,34.159988390647,DC,TX,364.0,10,0.0,Nan,0.0,22.624658885047,3.7256128120459087
Fresenius Dialysis Services Of Ingram,-98.62049432283092,29.455971540492396,DC,TX,216.0,10,832.17,AO,0.0,1.5387333686719489,7.529764947196737
DaVita Victoria Dialysis Center,-96.9910211631946,28.8346325683827,DC,TX,32.0,13,0.0,Nan,0.0,0.0,33.506885045920235
Lewisville Dialysis,-96.974996271077,33.023510195914504,DC,TX,141.0,13,579.13,AE,0.0,12.487884706719074,2.8332013354725
Brazos Kidney Disease Center,-97.184667989007,31.5516057788099,DC,TX,167.0,13,515.25,AE,0.0,8.984228521639398,4.468576602678577
Liberty Dayton Dialysis,-94.78301922962471,30.074171100246,DC,TX,9.0,9,91.0,AE,7.812133229441494,41.4352496246927,79.43565184202298
Fresenius Dialysis Services Waco West,-97.20556800764601,31.517960220613,DC,TX,183.0,13,515.25,AE,0.0,13.171775585923104,5.876245824828903
Village Oaks Kidney Center,-98.34164899033381,29.5453272172948,DC,TX,268.0,13,832.17,AO,0.0,16.15812268298616,7.148039481766538
DaVita Livingston Dialysis Center,-94.93114342120121,30.7096283294477,DC,TX,45.0,9,0.0,A,0.0,26.57367241120887,54.609258706166564
Fresenius Dialysis Services Waxahachie,-96.8627509046684,32.374855032805904,DC,TX,185.0,10,521.96,AE,0.0,10.772634756100576,3.688340828820598
DaVita Weatherford,-97.8054600718546,32.7782610052719,DC,TX,316.0,10,858.5,AE,0.0,9.884149488879046,2.8465705273227484
DaVita Fourth Street Dialysis,-94.7300753153381,32.5362079300307,DC,TX,109.0,13,332.35,Nan,0.0,24.70597805733965,14.972843452994402
Methodist Hospital Of Dallas -Dialysis,-96.82458341282559,32.777327394481205,DC,TX,124.0,13,508.55,AE,0.0,4.041802994761359,2.988894870101989
FMC Weatherford Dialysis Center,-97.7941772477989,32.7387714610286,DC,TX,341.0,13,858.5,AE,0.0,12.328740508125966,3.2499495261959512
DaVita Longview Dialysis Center,-94.73705400851141,32.4989019117375,DC,TX,122.0,13,332.35,Nan,0.0,18.34010384041344,15.237919827952359
N Buckner Dialysis Center,-96.68212862075208,32.8009931148941,DC,TX,161.0,13,508.55,AE,0.0,12.5647195672427,4.628011150905004
Parkland Memorial Hospital Esrd,-96.83696954778091,32.8114640279594,DC,TX,141.0,13,508.55,AE,0.0,6.8989536202163695,3.1901008175861603
Fresenius Dialysis Center -  Lubbock,-101.907066465404,33.5324949267125,DC,TX,986.0,13,3221.22,AE,0.0,18.65523665338061,2.9820192467511837
Clearlake Dialysis,-95.1301434948927,29.5451118245716,DC,TX,9.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
Presbyterian Hospital Of Dallas Dialysis Unit,-96.7633448718625,32.8831708817321,DC,TX,176.0,13,508.55,AE,0.0,7.790348810952357,2.106752957485576
Lubbock Dialysis Center Redbud,-101.922475998729,33.584886,DC,TX,986.0,13,3221.22,AE,0.0,0.0,3.120592999487152
Fresenius Weslaco Dialysis,-97.9753311931732,26.1729764932193,DC,TX,24.0,13,0.0,Nan,0.0,8.78407034747643,27.542352648012532
Swiss Avenue Dialysis Center,-96.7883273622249,32.786751287841,DC,TX,155.0,13,508.55,AE,0.0,0.0,2.289184409897771
South Plains Kidney Disease Center-FMC,-101.94296821917,33.5794156672053,DC,TX,720.0,13,3221.22,AE,0.0,0.0,3.120592999487152
Weslaco Kidney Center Ltd,-97.97859099527679,26.1562601569132,DC,TX,25.0,13,0.0,Nan,0.0,12.942125254743535,25.574886440927525
DaVita Lufkin Dialysis Center,-94.70667980674307,31.3048970833568,DC,TX,104.0,8,264.89,AE,0.0,27.72795368642385,19.94766035799749
Wharton Kidney Center,-96.1194634877507,29.32832636437049,DC,TX,34.0,12,101.65,Nan,1.393077673157386,31.726913266611703,27.98106989864157
UT Southwestern Dallas Dialysis JV,-96.8657437643259,32.8246172420506,DC,TX,125.0,13,508.55,AE,0.0,6.8989536202163695,3.1901008175861603
Va Medical Center Dialysis Unit,-96.79289274711692,32.694135270956394,DC,TX,162.0,13,508.55,AE,0.0,5.704262853793157,3.1867068884388288
North Texas Dialysis Center,-98.502378431877,33.904703785475,DC,TX,306.0,13,976.02,AO,0.0,16.843199900828907,2.539613647769001
Henderson Kidney Disease Center,-94.743402522245,31.3350030878486,DC,TX,91.0,13,264.89,AE,0.0,29.926348928814463,18.74575373783456
Wise Regional Dialysis,-97.5839743691853,33.247327414008005,DC,TX,314.0,13,784.84,Nan,0.0,18.06686314726648,3.6558162092311934
RCG Marble Falls but changing to fresenius early next year,-98.2738163375264,30.558276189826397,DC,TX,282.0,9,984.88,AE,0.0,41.28162285749438,5.224854426634534
Bio Medical Applic Of Tx Inc,-96.89568415321779,31.290239366006602,DC,TX,122.0,12,0.0,Nan,0.0,12.026089271705905,5.0135153721364905
Fresenius Dialysis Services Of Deer Park,-95.12288836964079,29.667492586733196,DC,TX,11.0,13,92.02,VE,3.4139901237124186,19.274066563354765,47.974672144966966
DaVita Marshall Dialysis Center,-94.3679440812219,32.533245,DC,TX,124.0,8,320.72,Nan,0.0,13.655049122040081,15.105287070480461
Val Verde Renal Care Center,-100.891782711091,29.3732672489469,DC,TX,307.0,13,983.14,AE,0.0,51.931668867763356,5.454157538656784
DaVita Pinecrest Dialysis,-94.35809283527607,32.5269345220727,DC,TX,113.0,13,320.72,Nan,0.0,22.39557103359645,14.280731890151445
DaVita Denison Dialysis Center,-96.5526833167813,33.7701056550003,DC,TX,219.0,9,639.58,AE,0.0,10.259445318916095,2.937540206143589
North Texas Renal Clinic,-97.17743367421619,33.2350587038491,DC,TX,213.0,10,579.13,AE,0.0,8.211545731919067,3.0282679764455813
Fresenius Dialysis Services Of Dickinson,-95.07859188755859,29.44592340856349,DC,TX,13.0,13,18.75,Nan,10.222974694008569,38.23013154685848,65.68563296818569
Eagle Pass Kidney Disease Clinic,-100.456995269963,28.7100420218656,DC,TX,262.0,10,747.22,Nan,0.0,23.17079230318201,10.389526553449107
Edinburg Kidney Center,-98.2062287242484,26.2592702717695,DC,TX,34.0,10,0.0,Nan,0.0,12.942125254743535,25.574886440927525
FMS Edinburg,-98.18497186669792,26.2613039414277,DC,TX,34.0,10,0.0,Nan,0.0,12.942125254743535,25.574886440927525
Cliffview Dialysis,-106.45251289999901,31.784575099999998,DC,TX,1144.0,13,0.0,Nan,0.0,1.8405058989104728,2.9808575478871964
DaVita Central City Dialysis,-106.48663775838101,31.778756826476197,DC,TX,1194.0,13,0.0,Nan,0.0,0.0,3.541856514693
DaVita Cielo Vista Dialysis,-106.37080702639999,31.7679406585783,DC,TX,1178.0,13,0.0,Nan,0.0,22.102626187014717,3.3117598580391836
DaVita Loma Vista Dialysis Center,-106.32751098773701,31.749402835680105,DC,TX,1179.0,13,0.0,Nan,0.0,4.084315171103087,2.7980530613148904
DaVita Mesa Vista Dialysis,-106.502371068671,31.7746027707599,DC,TX,1191.0,13,0.0,Nan,0.0,22.90965774824755,3.0277074954175496
DaVita Mission Hills Dialysis,-106.502285803216,31.7775831916304,DC,TX,1195.0,13,0.0,Nan,0.0,22.90965774824755,3.0277074954175496
DaVita Sun City Dialysis Center,-106.47825978639798,31.769430368601604,DC,TX,1139.0,13,0.0,Nan,0.0,0.0,3.539132421398557
DaVita Transmountain Dialysis,-106.419103470165,31.899241483264603,DC,TX,1206.0,13,0.0,Nan,0.0,29.40772266046255,2.7703279405748398
DaVita West Texas Dialysis,-106.48531061988501,31.7766468112414,DC,TX,1184.0,13,0.0,Nan,0.0,0.0,3.541856514693
DSI-El Paso Kidney Center East,-106.34037836366801,31.7499813020365,DC,TX,1167.0,13,0.0,Nan,0.0,10.687921852985593,3.723466595891656
DSI-El Paso Kidney Center West,-106.503300641381,31.781069528449397,DC,TX,1199.0,13,0.0,Nan,0.0,22.90965774824755,3.0277074954175496
FMC Gateway Dialysis,-106.339999904914,31.749784327396398,DC,TX,1167.0,13,0.0,Nan,0.0,10.687921852985593,3.723466595891656
Vista Del Sol Dialysis,-106.34661305398399,31.757045483986698,DC,TX,1181.0,13,0.0,Nan,0.0,7.124581803658978,2.8648170112131335
FMC - Medical Arts Kidney Center Of Ennis,-96.6358548475098,32.3236034710309,DC,TX,163.0,13,521.96,AE,0.0,11.988974304064277,3.7895095917168353
